order_id,purchase_date,order_status,total_price
A1.5.6,2024-09-06,Completed,1391.88
A1.5.7,2024-04-05,Completed,62.25
A1.5.8,2024-06-23,Completed,4224.15
A1.5.9,2024-04-26,Cancelled,83
A1.6.1,2024-08-13,Completed,844.83
A1.6.2,2023-10-18,Completed,20.75
A1.6.3,2024-09-15,Cancelled,7911.9
A1.6.4,2024-02-19,Completed,844.83
A1.6.5,2023-10-18,Completed,2319.8
A1.6.6,2024-07-30,Cancelled,7911.9
A1.6.7,2024-07-07,Cancelled,3164.76
A1.6.8,2024-08-30,Completed,4224.15
A1.6.9,2023-11-27,Completed,207.5
A1.7.1,2024-03-11,Completed,124.5
A1.7.2,2024-03-11,Completed,166
A1.7.3,2024-08-26,Completed,1729.21
A1.7.4,2024-03-18,Cancelled,6758.64
A1.7.5,2023-12-23,Completed,1235.15
A1.7.6,2024-09-22,Completed,1855.84
A1.7.7,2024-06-27,Completed,1855.84
A1.7.8,2024-07-29,Completed,2783.76
A1.7.9,2024-02-01,Cancelled,4639.6
A1.8.1,2024-02-27,Completed,41.5
A1.8.2,2024-09-03,Cancelled,2534.49
A1.8.3,2023-10-09,Cancelled,247.03
A1.8.4,2024-04-26,Cancelled,1235.15
A1.8.5,2024-06-07,Completed,1729.21
A1.8.6,2024-04-12,Completed,124.5
A1.8.7,2024-09-19,Completed,4175.64
A1.8.8,2024-04-21,Cancelled,3379.32
A1.8.9,2024-04-02,Completed,83
A1.9.1,2023-10-18,Cancelled,6758.64
A1.9.2,2024-04-15,Completed,166
A1.9.3,2024-01-21,Completed,4224.15
A1.9.4,2024-02-20,Completed,1582.38
A1.9.5,2024-08-12,Completed,103.75
A1.9.6,2024-05-21,Completed,2319.8
A1.9.7,2023-12-23,Completed,7911.9
A1.9.8,2024-07-09,Completed,7120.71
A1.9.9,2024-08-23,Cancelled,124.5
A2.1.1,2024-02-07,Completed,494.06
A2.1.2,2024-08-23,Completed,5538.33
A2.1.3,2024-01-04,Completed,1976.24
A2.1.4,2023-12-05,Completed,8448.3
A2.1.5,2024-06-03,Cancelled,2534.49
A2.1.6,2024-07-29,Completed,1391.88
A2.1.7,2024-08-01,Cancelled,7120.71
A2.1.8,2024-09-11,Completed,3164.76
A2.1.9,2024-09-18,Completed,6758.64
A2.2.1,2023-10-26,Cancelled,124.5
A2.2.2,2023-12-30,Completed,186.75
A2.2.3,2024-01-28,Completed,207.5
A2.2.4,2024-07-21,Completed,41.5
A2.2.5,2024-08-10,Completed,927.92
A2.2.6,2024-08-15,Cancelled,927.92
A2.2.7,2023-12-27,Cancelled,4639.6
A2.2.8,2024-01-08,Cancelled,3711.68
A2.2.9,2023-11-08,Completed,1855.84
A2.3.1,2024-07-08,Completed,927.92
A2.3.2,2024-08-08,Completed,494.06
A2.3.3,2024-03-05,Completed,41.5
A2.3.4,2024-09-10,Completed,8448.3
A2.3.5,2024-07-23,Completed,8448.3
A2.3.6,2024-02-07,Completed,927.92
A2.3.7,2024-04-19,Completed,41.5
A2.3.8,2024-06-06,Completed,3955.95
A2.3.9,2023-09-29,Completed,145.25
A2.4.1,2024-08-08,Cancelled,5068.98
A2.4.2,2024-02-17,Completed,988.12
A2.4.3,2024-07-09,Completed,2319.8
A2.4.4,2024-06-11,Completed,463.96
A2.4.5,2023-12-19,Completed,2223.27
A2.4.6,2023-10-15,Cancelled,166
A2.4.7,2024-01-28,Completed,791.19
A2.4.8,2023-10-28,Completed,844.83
A2.4.9,2023-12-02,Completed,5913.81
A2.5.1,2024-07-04,Completed,2223.27
A2.5.2,2024-03-27,Completed,2783.76
A2.5.3,2023-10-15,Completed,3379.32
A2.5.4,2024-09-02,Completed,3711.68
A2.5.5,2024-04-03,Completed,2373.57
A2.5.6,2024-05-09,Completed,2319.8
A2.5.7,2024-04-08,Completed,5068.98
A2.5.8,2024-05-27,Completed,145.25
A2.5.9,2024-01-15,Completed,41.5
A2.6.1,2024-05-02,Completed,4175.64
A2.6.2,2024-07-10,Completed,3379.32
A2.6.3,2023-10-23,Completed,1235.15
A2.6.4,2024-06-24,Completed,2783.76
A2.6.5,2024-01-04,Completed,3711.68
A2.6.6,2024-06-30,Completed,7911.9
A2.6.7,2023-11-04,Completed,6758.64
A2.6.8,2024-03-05,Cancelled,1689.66
A2.6.9,2024-07-05,Cancelled,791.19
A2.7.1,2023-09-28,Completed,1482.18
A2.7.2,2023-10-23,Cancelled,41.5
A2.7.3,2023-11-02,Completed,124.5
A2.7.4,2023-12-14,Completed,4639.6
A2.7.5,2023-11-30,Completed,247.03
A2.7.6,2024-03-29,Completed,20.75
A2.7.7,2024-06-11,Completed,1391.88
A2.7.8,2024-04-10,Cancelled,4224.15
A2.7.9,2024-06-23,Completed,62.25
A2.8.1,2024-09-23,Cancelled,4224.15
A2.8.2,2024-03-08,Completed,7603.47
A2.8.3,2023-12-02,Completed,463.96
A2.8.4,2023-12-12,Cancelled,844.83
A2.8.5,2023-11-20,Completed,2373.57
A2.8.6,2024-06-02,Completed,41.5
A2.8.7,2023-11-11,Completed,1235.15
A2.8.8,2023-10-21,Completed,6329.52
A2.8.9,2024-01-06,Completed,927.92
A2.9.1,2024-02-18,Completed,20.75
A2.9.2,2024-05-14,Cancelled,1729.21
A2.9.3,2024-05-17,Cancelled,2470.3
A2.9.4,2023-10-31,Completed,1391.88
A2.9.5,2024-05-18,Completed,7911.9
A2.9.6,2023-12-14,Completed,166
A2.9.7,2024-03-13,Cancelled,247.03
A2.9.8,2024-07-19,Completed,5538.33
A2.9.9,2024-02-07,Completed,103.75
A3.1.1,2024-03-29,Completed,463.96
A3.1.2,2024-01-02,Completed,3711.68
A3.1.3,2024-06-08,Completed,166
A3.1.4,2023-12-12,Completed,41.5
A3.1.5,2024-06-07,Completed,1855.84
A3.1.6,2023-10-24,Completed,6329.52
A3.1.7,2024-07-24,Completed,41.5
A3.1.8,2024-02-21,Completed,791.19
A3.1.9,2024-07-25,Completed,41.5
A3.2.1,2024-01-19,Completed,988.12
A3.2.2,2024-09-11,Completed,247.03
A3.2.3,2024-02-18,Completed,1391.88
A3.2.4,2024-08-24,Completed,2319.8
A3.2.5,2023-11-04,Completed,741.09
A3.2.6,2023-12-18,Completed,2470.3
A3.2.7,2023-12-06,Completed,166
A3.2.8,2024-07-19,Completed,124.5
A3.2.9,2024-01-28,Completed,145.25
A3.3.1,2024-07-30,Cancelled,2223.27
A3.3.2,2024-02-14,Completed,1482.18
A3.3.3,2024-09-22,Cancelled,7603.47
A3.3.4,2024-01-17,Cancelled,5913.81
A3.3.5,2024-02-20,Cancelled,1235.15
A3.3.6,2024-07-07,Completed,1855.84
A3.3.7,2024-02-09,Completed,186.75
A3.3.8,2024-06-08,Completed,741.09
A3.3.9,2024-02-16,Completed,1976.24
A3.4.1,2024-03-31,Cancelled,1976.24
A3.4.2,2023-10-10,Completed,207.5
A3.4.3,2024-04-08,Completed,1976.24
A3.4.4,2024-06-04,Completed,7911.9
A3.4.5,2024-06-18,Completed,988.12
A3.4.6,2024-02-28,Cancelled,4747.14
A3.4.7,2024-07-17,Completed,463.96
A3.4.8,2024-07-18,Completed,83
A3.4.9,2023-11-21,Completed,6329.52
A3.5.1,2024-05-04,Completed,2534.49
A3.5.2,2024-03-10,Completed,1729.21
A3.5.3,2024-07-05,Cancelled,1976.24
A3.5.4,2023-10-13,Cancelled,7603.47
A3.5.5,2024-07-09,Completed,494.06
A3.5.6,2024-05-02,Cancelled,4224.15
A3.5.7,2024-07-16,Completed,2223.27
A3.5.8,2024-08-03,Cancelled,1235.15
A3.5.9,2023-12-13,Completed,1689.66
A3.6.1,2024-08-06,Completed,5068.98
A3.6.2,2023-12-05,Completed,2223.27
A3.6.3,2024-04-06,Completed,41.5
A3.6.4,2024-02-04,Cancelled,6758.64
A3.6.5,2024-04-25,Completed,3247.72
A3.6.6,2024-09-11,Completed,186.75
A3.6.7,2023-11-23,Completed,741.09
A3.6.8,2023-12-29,Cancelled,145.25
A3.6.9,2024-01-08,Completed,2534.49
A3.7.1,2024-03-18,Cancelled,5913.81
A3.7.2,2024-04-25,Completed,6329.52
A3.7.3,2024-07-29,Completed,2373.57
A3.7.4,2024-01-18,Cancelled,20.75
A3.7.5,2023-12-25,Cancelled,3955.95
A3.7.6,2024-09-04,Completed,83
A3.7.7,2024-09-11,Completed,1729.21
A3.7.8,2023-11-01,Completed,741.09
A3.7.9,2024-01-14,Cancelled,145.25
A3.8.1,2024-03-25,Completed,4224.15
A3.8.2,2024-07-08,Completed,3247.72
A3.8.3,2023-11-05,Completed,3711.68
A3.8.4,2024-02-15,Cancelled,3164.76
A3.8.5,2024-01-11,Cancelled,41.5
A3.8.6,2024-08-11,Cancelled,1729.21
A3.8.7,2023-10-05,Completed,3164.76
A3.8.8,2023-10-21,Completed,5538.33
A3.8.9,2024-07-25,Cancelled,166
A3.9.1,2024-04-26,Cancelled,1582.38
A3.9.2,2023-10-10,Completed,124.5
A3.9.3,2023-12-16,Completed,5068.98
A3.9.4,2024-08-25,Completed,62.25
A3.9.5,2024-01-19,Cancelled,41.5
A3.9.6,2024-03-11,Cancelled,6758.64
A3.9.7,2024-01-07,Cancelled,83
A3.9.8,2024-01-09,Completed,1689.66
A3.9.9,2023-12-21,Completed,7603.47
A4.1.1,2024-02-17,Completed,3379.32
A4.1.2,2024-03-18,Completed,3247.72
A4.1.3,2023-12-06,Completed,927.92
A4.1.4,2024-05-24,Completed,83
A4.1.5,2024-07-04,Completed,4224.15
A4.1.6,2023-11-16,Completed,4175.64
A4.1.7,2024-01-10,Completed,1976.24
A4.1.8,2024-04-15,Completed,1582.38
A4.1.9,2024-04-20,Cancelled,463.96
A4.2.1,2024-08-11,Completed,103.75
A4.2.2,2023-12-29,Cancelled,145.25
A4.2.3,2024-04-18,Cancelled,8448.3
A4.2.4,2024-07-30,Cancelled,1976.24
A4.2.5,2023-10-24,Cancelled,1855.84
A4.2.6,2024-01-07,Completed,166
A4.2.7,2024-06-11,Completed,41.5
A4.2.8,2023-10-27,Completed,6758.64
A4.2.9,2023-11-08,Cancelled,124.5
A4.3.1,2023-11-19,Completed,103.75
A4.3.2,2024-01-20,Cancelled,2319.8
A4.3.3,2024-06-25,Completed,2373.57
A4.3.4,2024-07-06,Cancelled,988.12
A4.3.5,2024-02-15,Completed,2373.57
A4.3.6,2024-06-02,Cancelled,2223.27
A4.3.7,2024-05-02,Cancelled,166
A4.3.8,2024-01-22,Completed,41.5
A4.3.9,2024-03-24,Cancelled,186.75
A4.4.1,2024-03-30,Cancelled,7120.71
A4.4.2,2024-02-20,Completed,2373.57
A4.4.3,2023-10-10,Cancelled,927.92
A4.4.4,2023-12-20,Completed,8448.3
A4.4.5,2024-01-09,Completed,988.12
A4.4.6,2024-05-21,Completed,2319.8
A4.4.7,2024-08-27,Completed,988.12
A4.4.8,2024-04-19,Completed,4747.14
A4.4.9,2023-10-14,Completed,7603.47
A4.5.1,2024-03-26,Completed,1235.15
A4.5.2,2024-03-15,Cancelled,145.25
A4.5.3,2024-06-27,Completed,1976.24
A4.5.4,2023-10-01,Cancelled,1582.38
A4.5.5,2023-10-25,Completed,3711.68
A4.5.6,2023-11-15,Completed,2534.49
A4.5.7,2024-09-21,Cancelled,6329.52
A4.5.8,2023-10-11,Completed,5913.81
A4.5.9,2024-02-24,Completed,5913.81
A4.6.1,2024-03-09,Completed,1689.66
A4.6.2,2023-10-25,Cancelled,791.19
A4.6.3,2023-09-30,Cancelled,5538.33
A4.6.4,2024-05-04,Completed,4224.15
A4.6.5,2024-01-16,Completed,7120.71
A4.6.6,2024-08-26,Completed,1689.66
A4.6.7,2024-05-31,Completed,5538.33
A4.6.8,2023-10-14,Completed,3711.68
A4.6.9,2024-01-02,Completed,5068.98
A4.7.1,2023-10-14,Completed,2470.3
A4.7.2,2024-03-07,Cancelled,4224.15
A4.7.3,2024-08-24,Completed,3247.72
A4.7.4,2023-11-01,Cancelled,1582.38
A4.7.5,2024-04-21,Cancelled,4747.14
A4.7.6,2023-11-06,Cancelled,2470.3
A4.7.7,2024-03-07,Completed,2470.3
A4.7.8,2024-04-04,Cancelled,494.06
A4.7.9,2024-08-27,Completed,20.75
A4.8.1,2024-05-19,Completed,844.83
A4.8.2,2023-10-08,Cancelled,3955.95
A4.8.3,2024-02-07,Completed,1689.66
A4.8.4,2024-02-17,Completed,7911.9
A4.8.5,2024-01-24,Completed,83
A4.8.6,2024-02-06,Cancelled,2783.76
A4.8.7,2024-04-10,Cancelled,1976.24
A4.8.8,2024-06-12,Cancelled,207.5
A4.8.9,2024-03-26,Cancelled,4175.64
A4.9.1,2024-04-29,Completed,124.5
A4.9.2,2024-07-13,Completed,1729.21
A4.9.3,2024-07-18,Cancelled,62.25
A4.9.4,2024-08-17,Completed,7603.47
A4.9.5,2024-09-22,Cancelled,5068.98
A4.9.6,2023-12-18,Cancelled,4747.14
A4.9.7,2024-08-17,Completed,844.83
A4.9.8,2024-01-29,Cancelled,3955.95
A4.9.9,2024-06-08,Cancelled,1729.21
A5.1.1,2023-10-13,Completed,124.5
A5.1.2,2024-01-25,Completed,1235.15
A5.1.3,2024-03-10,Completed,7603.47
A5.1.4,2023-12-04,Completed,247.03
A5.1.5,2024-01-07,Cancelled,3955.95
A5.1.6,2024-06-11,Cancelled,8448.3
A5.1.7,2024-08-23,Completed,1976.24
A5.1.8,2024-01-23,Completed,1729.21
A5.1.9,2024-03-13,Completed,166
A5.2.1,2023-10-18,Cancelled,186.75
A5.2.2,2023-12-07,Completed,124.5
A5.2.3,2024-01-09,Completed,186.75
A5.2.4,2024-02-01,Completed,1689.66
A5.2.5,2024-08-27,Completed,83
A5.2.6,2024-02-09,Completed,3379.32
A5.2.7,2024-07-11,Completed,3711.68
A5.2.8,2024-09-16,Cancelled,2223.27
A5.2.9,2023-10-03,Completed,7120.71
A5.3.1,2024-01-23,Completed,3379.32
A5.3.2,2024-08-27,Cancelled,20.75
A5.3.3,2023-12-31,Cancelled,1976.24
A5.3.4,2024-09-05,Cancelled,2783.76
A5.3.5,2024-06-22,Completed,6758.64
A5.3.6,2024-05-03,Completed,2783.76
A5.3.7,2024-02-18,Cancelled,6329.52
A5.3.8,2023-11-26,Completed,1729.21
A5.3.9,2024-04-22,Completed,2470.3
A5.4.1,2024-08-17,Completed,62.25
A5.4.2,2023-12-29,Cancelled,6329.52
A5.4.3,2024-01-02,Completed,844.83
A5.4.4,2024-05-30,Cancelled,247.03
A5.4.5,2024-06-17,Completed,6329.52
A5.4.6,2023-10-09,Completed,166
A5.4.7,2024-08-08,Cancelled,4175.64
A5.4.8,2023-10-18,Cancelled,7120.71
A5.4.9,2023-10-12,Completed,20.75
A5.5.1,2024-06-07,Completed,741.09
A5.5.2,2024-01-18,Completed,1391.88
A5.5.3,2024-01-31,Completed,1582.38
A5.5.4,2024-05-20,Completed,5538.33
A5.5.5,2024-04-20,Completed,166
A5.5.6,2024-09-19,Completed,1235.15
A5.5.7,2024-03-31,Cancelled,2373.57
A5.5.8,2023-10-30,Completed,2223.27
A5.5.9,2023-10-12,Completed,1235.15
A5.6.1,2024-03-09,Completed,2373.57
A5.6.2,2023-12-06,Completed,3247.72
A5.6.3,2024-01-05,Completed,1689.66
A5.6.4,2024-08-24,Completed,20.75
A5.6.5,2024-03-04,Cancelled,4639.6
A5.6.6,2024-08-16,Cancelled,1689.66
A5.6.7,2024-06-28,Completed,1582.38
A5.6.8,2024-03-11,Completed,4175.64
A5.6.9,2024-01-19,Completed,41.5
A5.7.1,2024-08-23,Completed,1482.18
A5.7.2,2024-09-04,Cancelled,3711.68
A5.7.3,2024-04-09,Completed,1689.66
A5.7.4,2024-05-07,Completed,8448.3
A5.7.5,2024-07-17,Cancelled,2319.8
A5.7.6,2024-02-27,Completed,741.09
A5.7.7,2024-04-27,Completed,5913.81
A5.7.8,2023-12-25,Cancelled,6758.64
A5.7.9,2023-12-30,Completed,2534.49
A5.8.1,2024-06-05,Cancelled,2534.49
A5.8.2,2024-04-30,Completed,741.09
A5.8.3,2023-11-28,Completed,6329.52
A5.8.4,2024-06-20,Cancelled,4175.64
A5.8.5,2024-09-07,Cancelled,4747.14
A5.8.6,2024-05-19,Completed,7603.47
A5.8.7,2024-02-07,Completed,103.75
A5.8.8,2024-07-10,Cancelled,2534.49
A5.8.9,2023-10-11,Completed,247.03
A5.9.1,2024-01-02,Completed,1482.18
A5.9.2,2024-03-04,Completed,844.83
A5.9.3,2024-08-28,Completed,494.06
A5.9.4,2024-02-07,Completed,41.5
A5.9.5,2024-09-20,Completed,2470.3
A5.9.6,2023-11-22,Cancelled,83
A5.9.7,2023-12-03,Cancelled,3164.76
A5.9.8,2024-01-14,Completed,4224.15
A5.9.9,2024-03-18,Completed,2373.57
A6.1.1,2024-02-02,Cancelled,166
A6.1.2,2023-12-08,Cancelled,1582.38
A6.1.3,2023-12-26,Completed,166
A6.1.4,2024-07-05,Completed,247.03
A6.1.5,2023-10-28,Cancelled,62.25
A6.1.6,2023-12-03,Completed,791.19
A6.1.7,2024-02-07,Cancelled,3247.72
A6.1.8,2024-07-26,Completed,7911.9
A6.1.9,2023-11-24,Cancelled,741.09
A6.2.1,2024-03-11,Completed,247.03
A6.2.2,2024-03-23,Completed,166
A6.2.3,2024-09-19,Cancelled,2534.49
A6.2.4,2024-05-11,Completed,463.96
A6.2.5,2024-02-01,Completed,927.92
A6.2.6,2024-05-08,Completed,1482.18
A6.2.7,2024-06-28,Completed,20.75
A6.2.8,2024-07-14,Completed,83
A6.2.9,2024-03-20,Completed,2783.76
A6.3.1,2024-04-21,Completed,5068.98
A6.3.2,2024-06-18,Completed,7603.47
A6.3.3,2023-10-29,Cancelled,927.92
A6.3.4,2024-01-24,Cancelled,988.12
A6.3.5,2023-12-14,Completed,166
A6.3.6,2024-04-09,Cancelled,741.09
A6.3.7,2023-10-04,Completed,3711.68
A6.3.8,2024-03-28,Cancelled,4747.14
A6.3.9,2024-08-02,Cancelled,844.83
A6.4.1,2024-04-09,Completed,494.06
A6.4.2,2024-06-17,Cancelled,1855.84
A6.4.3,2023-12-19,Cancelled,4639.6
A6.4.4,2024-03-30,Completed,103.75
A6.4.5,2023-12-18,Completed,4747.14
A6.4.6,2024-01-29,Completed,4224.15
A6.4.7,2024-03-25,Completed,5068.98
A6.4.8,2024-02-05,Completed,1582.38
A6.4.9,2023-12-11,Completed,844.83
A6.5.1,2024-04-25,Completed,4639.6
A6.5.2,2024-06-11,Completed,4224.15
A6.5.3,2024-08-16,Completed,494.06
A6.5.4,2024-01-13,Completed,2470.3
A6.5.5,2024-07-01,Cancelled,4175.64
A6.5.6,2023-10-21,Cancelled,494.06
A6.5.7,2023-11-06,Completed,5538.33
A6.5.8,2023-12-02,Cancelled,1482.18
A6.5.9,2024-01-31,Completed,186.75
A6.6.1,2024-03-26,Completed,41.5
A6.6.2,2023-11-07,Completed,1482.18
A6.6.3,2023-12-01,Cancelled,494.06
A6.6.4,2023-11-04,Completed,1976.24
A6.6.5,2023-11-03,Completed,4224.15
A6.6.6,2023-12-20,Completed,927.92
A6.6.7,2024-07-02,Completed,5913.81
A6.6.8,2023-10-04,Completed,463.96
A6.6.9,2023-12-17,Cancelled,145.25
A6.7.1,2024-02-18,Cancelled,494.06
A6.7.2,2024-04-09,Completed,3711.68
A6.7.3,2023-10-07,Completed,1391.88
A6.7.4,2023-10-17,Completed,2373.57
A6.7.5,2023-12-18,Completed,4639.6
A6.7.6,2024-03-05,Cancelled,166
A6.7.7,2023-10-05,Completed,62.25
A6.7.8,2023-11-28,Completed,166
A6.7.9,2023-10-17,Completed,927.92
A6.8.1,2023-12-23,Completed,927.92
A6.8.2,2023-11-30,Completed,494.06
A6.8.3,2024-04-02,Completed,2783.76
A6.8.4,2024-03-26,Completed,463.96
A6.8.5,2024-02-29,Completed,186.75
A6.8.6,2024-06-27,Completed,7120.71
A6.8.7,2024-01-25,Completed,62.25
A6.8.8,2024-01-26,Completed,2783.76
A6.8.9,2024-06-12,Cancelled,145.25
A6.9.1,2024-01-02,Completed,3711.68
A6.9.2,2024-09-20,Completed,5913.81
A6.9.3,2023-10-31,Completed,1391.88
A6.9.4,2024-08-23,Cancelled,6329.52
A6.9.5,2024-08-12,Completed,7120.71
A6.9.6,2024-06-07,Cancelled,4224.15
A6.9.7,2024-06-21,Completed,927.92
A6.9.8,2024-08-08,Completed,4175.64
A6.9.9,2024-08-24,Completed,988.12
A7.1.1,2023-10-15,Completed,741.09
A7.1.2,2024-04-16,Cancelled,2470.3
A7.1.3,2024-02-27,Completed,4175.64
A7.1.4,2024-04-20,Completed,927.92
A7.1.5,2024-06-03,Completed,2223.27
A7.1.6,2024-08-03,Cancelled,166
A7.1.7,2024-09-04,Cancelled,6758.64
A7.1.8,2023-10-28,Cancelled,844.83
A7.1.9,2024-08-06,Cancelled,207.5
A7.2.1,2024-09-01,Completed,4747.14
A7.2.2,2024-05-16,Cancelled,2223.27
A7.2.3,2024-08-24,Completed,103.75
A7.2.4,2024-05-26,Completed,186.75
A7.2.5,2024-09-22,Completed,1482.18
A7.2.6,2023-12-01,Completed,844.83
A7.2.7,2024-07-17,Completed,741.09
A7.2.8,2023-12-02,Completed,6329.52
A7.2.9,2024-02-29,Completed,1976.24
A7.3.1,2024-04-10,Completed,145.25
A7.3.2,2024-02-16,Completed,2223.27
A7.3.3,2023-09-26,Cancelled,8448.3
A7.3.4,2024-04-03,Completed,6758.64
A7.3.5,2024-04-07,Cancelled,20.75
A7.3.6,2024-05-19,Completed,3379.32
A7.3.7,2024-04-25,Completed,166
A7.3.8,2024-02-10,Completed,791.19
A7.3.9,2023-12-10,Cancelled,1391.88
A7.4.1,2024-03-23,Cancelled,103.75
A7.4.2,2024-02-11,Cancelled,1482.18
A7.4.3,2024-02-27,Completed,8448.3
A7.4.4,2024-02-27,Completed,988.12
A7.4.5,2023-11-29,Cancelled,3164.76
A7.4.6,2023-12-23,Completed,2783.76
A7.4.7,2024-04-03,Completed,7911.9
A7.4.8,2024-03-18,Completed,2319.8
A7.4.9,2024-09-12,Cancelled,103.75
A7.5.1,2023-10-03,Completed,3711.68
A7.5.2,2023-10-22,Cancelled,2319.8
A7.5.3,2023-12-31,Completed,1482.18
A7.5.4,2024-05-22,Completed,1729.21
A7.5.5,2024-06-22,Completed,1729.21
A7.5.6,2024-04-22,Cancelled,741.09
A7.5.7,2024-06-20,Completed,5913.81
A7.5.8,2023-10-20,Completed,3164.76
A7.5.9,2024-08-30,Completed,6329.52
A7.6.1,2024-05-03,Completed,8448.3
A7.6.2,2023-10-15,Completed,3711.68
A7.6.3,2024-03-30,Completed,62.25
A7.6.4,2024-08-08,Completed,186.75
A7.6.5,2024-03-21,Completed,2534.49
A7.6.6,2023-11-05,Completed,2470.3
A7.6.7,2024-06-29,Cancelled,463.96
A7.6.8,2024-02-09,Completed,2470.3
A7.6.9,2024-08-26,Completed,1976.24
A7.7.1,2024-04-29,Completed,83
A7.7.2,2024-07-19,Completed,6329.52
A7.7.3,2024-08-09,Completed,927.92
A7.7.4,2023-10-14,Cancelled,7120.71
A7.7.5,2024-05-01,Completed,247.03
A7.7.6,2024-01-11,Completed,927.92
A7.7.7,2024-08-05,Completed,3247.72
A7.7.8,2024-08-21,Completed,145.25
A7.7.9,2024-02-29,Completed,166
A7.8.1,2024-08-04,Completed,4747.14
A7.8.2,2024-03-29,Cancelled,207.5
A7.8.3,2024-06-26,Completed,2783.76
A7.8.4,2024-08-03,Cancelled,1235.15
A7.8.5,2024-04-20,Completed,741.09
A7.8.6,2023-10-18,Completed,41.5
A7.8.7,2023-11-12,Cancelled,741.09
A7.8.8,2024-06-14,Cancelled,20.75
A7.8.9,2024-08-15,Cancelled,4639.6
A7.9.1,2024-08-22,Completed,41.5
A7.9.2,2023-12-03,Cancelled,1976.24
A7.9.3,2024-09-13,Cancelled,7603.47
A7.9.4,2024-01-23,Completed,463.96
A7.9.5,2023-11-30,Cancelled,494.06
A7.9.6,2023-10-19,Completed,5068.98
A7.9.7,2024-05-02,Cancelled,186.75
A7.9.8,2023-09-28,Cancelled,124.5
A7.9.9,2023-11-04,Completed,4639.6
A8.1.1,2024-05-15,Completed,7911.9
A8.1.2,2023-12-21,Cancelled,8448.3
A8.1.3,2024-04-01,Completed,1729.21
A8.1.4,2024-06-10,Cancelled,4224.15
A8.1.5,2024-09-12,Completed,3955.95
A8.1.6,2023-09-26,Completed,1482.18
A8.1.7,2023-09-26,Completed,2783.76
A8.1.8,2023-10-04,Completed,6758.64
A8.1.9,2024-06-20,Cancelled,166
A8.2.1,2023-10-10,Completed,988.12
A8.2.2,2023-12-02,Cancelled,791.19
A8.2.3,2024-02-20,Completed,844.83
A8.2.4,2024-07-26,Completed,2319.8
A8.2.5,2024-07-31,Completed,1729.21
A8.2.6,2024-09-18,Completed,4747.14
A8.2.7,2024-02-14,Completed,2470.3
A8.2.8,2023-10-10,Completed,1482.18
A8.2.9,2024-07-26,Completed,791.19
A8.3.1,2024-08-17,Cancelled,186.75
A8.3.2,2023-11-07,Completed,927.92
A8.3.3,2023-09-26,Completed,1235.15
A8.3.4,2024-05-05,Completed,5538.33
A8.3.5,2024-08-13,Completed,791.19
A8.3.6,2024-07-23,Cancelled,2319.8
A8.3.7,2024-08-04,Completed,83
A8.3.8,2024-08-10,Cancelled,5913.81
A8.3.9,2024-01-08,Cancelled,2319.8
A8.4.1,2024-03-05,Completed,1689.66
A8.4.2,2024-09-01,Completed,186.75
A8.4.3,2024-03-01,Completed,145.25
A8.4.4,2024-05-10,Completed,844.83
A8.4.5,2024-01-31,Cancelled,463.96
A8.4.6,2024-03-22,Completed,2534.49
A8.4.7,2023-11-06,Completed,4224.15
A8.4.8,2024-03-29,Cancelled,844.83
A8.4.9,2024-03-30,Completed,2783.76
A8.5.1,2024-07-08,Completed,927.92
A8.5.2,2024-01-15,Completed,927.92
A8.5.3,2024-02-14,Completed,145.25
A8.5.4,2024-08-18,Completed,1391.88
A8.5.5,2024-08-25,Completed,3164.76
A8.5.6,2024-04-09,Cancelled,145.25
A8.5.7,2024-03-29,Completed,3247.72
A8.5.8,2024-07-15,Completed,3711.68
A8.5.9,2024-04-04,Completed,1235.15
A8.6.1,2024-06-29,Cancelled,2319.8
A8.6.2,2024-08-27,Cancelled,3711.68
A8.6.3,2024-04-06,Completed,1391.88
A8.6.4,2023-12-16,Completed,145.25
A8.6.5,2024-03-05,Completed,1482.18
A8.6.6,2024-08-04,Completed,207.5
A8.6.7,2024-01-15,Cancelled,1582.38
A8.6.8,2024-04-08,Completed,494.06
A8.6.9,2024-09-03,Completed,5538.33
A8.7.1,2023-11-19,Completed,1689.66
A8.7.2,2024-08-12,Completed,1689.66
A8.7.3,2024-02-08,Completed,6758.64
A8.7.4,2024-05-16,Completed,4175.64
A8.7.5,2024-07-25,Cancelled,1976.24
A8.7.6,2024-03-30,Completed,5913.81
A8.7.7,2024-04-15,Completed,1235.15
A8.7.8,2024-04-26,Completed,2783.76
A8.7.9,2024-07-11,Cancelled,741.09
A8.8.1,2024-03-11,Completed,5068.98
A8.8.2,2024-04-06,Completed,207.5
A8.8.3,2024-01-31,Completed,2223.27
A8.8.4,2024-03-18,Completed,3955.95
A8.8.5,2024-04-10,Cancelled,166
A8.8.6,2023-12-08,Completed,145.25
A8.8.7,2024-03-31,Cancelled,988.12
A8.8.8,2024-09-22,Cancelled,494.06
A8.8.9,2024-04-04,Cancelled,927.92
A8.9.1,2024-04-26,Cancelled,166
A8.9.2,2024-07-20,Cancelled,5068.98
A8.9.3,2023-11-20,Completed,247.03
A8.9.4,2024-02-28,Cancelled,494.06
A8.9.5,2024-05-25,Completed,927.92
A8.9.6,2024-07-26,Completed,927.92
A8.9.7,2024-01-07,Cancelled,4224.15
