Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
5142,43,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-10-25,Standard,,0.0
5154,50,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-06-29,Standard,,0.0
5157,46,Female,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2024-03-11,Express,,0.0
5160,80,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-11-05,Express,,0.0
5163,20,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-06-25,Standard,,0.0
5165,48,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2023-11-08,Standard,,0.0
5167,76,Male,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2024-08-08,Express,,0.0
5169,29,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-19,Express,,0.0
5170,80,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-02-09,Standard,,0.0
5171,60,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2023-11-15,Standard,,0.0
5171,60,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,2023-11-27,Standard,,0.0
5172,43,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-02-07,Standard,,0.0
5176,76,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-08-17,Standard,,0.0
5179,44,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1235.15,247.03,5,2024-07-05,Overnight,,0.0
5189,57,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-05-05,Standard,,0.0
5197,75,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2023-12-26,Express,,0.0
5199,30,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2023-12-24,Express,,0.0
5201,78,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2023-10-21,Overnight,,0.0
5206,35,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-02-01,Express,,0.0
5209,41,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-12-04,Express,,0.0
5211,53,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2024-03-07,Express,,0.0
5217,56,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-06-11,Standard,,0.0
5219,55,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-09-12,Express,,0.0
5221,80,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-02-06,Overnight,,0.0
5225,37,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-04-20,Overnight,,0.0
5225,37,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-05-18,Overnight,,0.0
5226,36,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-05-11,Overnight,,0.0
5236,54,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,2024-05-05,Standard,,0.0
5239,63,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2024-03-28,Standard,,0.0
5248,19,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-03-08,Express,,0.0
5253,64,Female,No,Laptop,SKU1005,3,Completed,Paypal,3711.68,463.96,8,2024-01-21,Express,,0.0
5255,21,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2023-12-01,Express,,0.0
5258,65,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,2024-04-24,Standard,,0.0
5263,54,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,2023-12-12,Standard,,0.0
5269,41,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-01-04,Standard,,0.0
5277,65,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-02-07,Express,,0.0
5279,27,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2023-11-24,Standard,,0.0
5279,27,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-04-19,Overnight,,0.0
5279,27,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-09-15,Express,,0.0
5281,76,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2023-10-12,Standard,,0.0
5282,36,Male,No,Laptop,SKU1005,3,Completed,Paypal,2319.8,463.96,5,2024-04-23,Express,,0.0
5284,34,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-05-31,Overnight,,0.0
5291,39,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-07-30,Standard,,0.0
5295,26,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-06-09,Overnight,,0.0
5297,71,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-07-22,Express,,0.0
5307,54,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-03-09,Standard,,0.0
5310,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-01-16,Standard,,0.0
5311,68,Male,Yes,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2023-11-23,Overnight,,0.0
5311,68,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-01-07,Overnight,,0.0
5315,19,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2023-10-19,Standard,,0.0
5317,22,Female,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-02-24,Express,,0.0
5319,78,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-11-07,Express,,0.0
5319,78,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-06-04,Standard,,0.0
5323,62,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-27,Standard,,0.0
5323,62,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-12-08,Express,,0.0
5323,62,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2023-12-15,Standard,,0.0
5323,62,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-09-15,Standard,,0.0
5324,59,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,186.75,20.75,9,2024-08-25,Express,,0.0
5325,52,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2024-03-01,Overnight,,0.0
5327,49,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,2024-04-11,Express,,0.0
5335,53,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-09-05,Express,,0.0
5361,69,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2023-11-02,Express,,0.0
5371,25,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-09-20,Standard,,0.0
5372,75,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-05-21,Express,,0.0
5372,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-06-21,Express,,0.0
5373,37,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-06-03,Overnight,,0.0
5392,68,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2023-11-13,Express,,0.0
5395,35,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-09-16,Standard,,0.0
5404,43,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-05-15,Express,,0.0
5408,19,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-02-22,Express,,0.0
5417,68,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-05,Standard,,0.0
5417,68,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-04-08,Standard,,0.0
5418,59,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-05-16,Standard,,0.0
5419,57,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-05-29,Overnight,,0.0
5420,26,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2023-11-24,Express,,0.0
5420,26,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,2024-05-15,Overnight,,0.0
5423,66,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-12,Standard,,0.0
5424,73,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2024-03-26,Express,,0.0
5429,52,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-01-13,Express,,0.0
5433,24,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3711.68,463.96,8,2024-07-30,Overnight,,0.0
5434,33,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-11-22,Overnight,,0.0
5442,47,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,124.5,20.75,6,2024-03-02,Standard,,0.0
5452,41,Male,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-04-14,Express,,0.0
5462,78,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,6329.52,791.19,8,2024-06-27,Express,,0.0
5464,18,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2024-08-13,Express,,0.0
5465,52,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-03-15,Express,,0.0
5468,51,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-05-02,Standard,,0.0
5469,39,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-06-14,Standard,,0.0
5470,24,Male,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-05-02,Standard,,0.0
5471,49,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-03-05,Overnight,,0.0
5474,37,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2023-11-27,Standard,,0.0
5476,28,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-01-20,Overnight,,0.0
5479,40,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-11-10,Express,,0.0
5479,40,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-08-18,Overnight,,0.0
5485,19,Male,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-08,Standard,,0.0
5488,35,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-06-06,Overnight,,0.0
5490,30,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-09,Overnight,,0.0
5493,42,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2023-11-30,Express,,0.0
5500,79,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-05-29,Standard,,0.0
5502,33,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2024-09-09,Express,,0.0
5508,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-01-13,Overnight,,0.0
5510,56,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-15,Express,,0.0
5512,55,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-08-20,Standard,,0.0
5517,33,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2024-05-08,Overnight,,0.0
5520,29,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-10-27,Standard,,0.0
5520,29,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-02-12,Express,,0.0
5525,63,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2023-10-16,Express,,0.0
5526,68,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-05-13,Overnight,,0.0
5532,45,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-05-18,Overnight,,0.0
5542,18,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2023-10-07,Overnight,,0.0
5543,47,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-01-27,Express,,0.0
5543,47,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-06-09,Standard,,0.0
5544,55,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-02-17,Standard,,0.0
5545,37,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2023-10-20,Standard,,0.0
5547,61,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-01-12,Standard,,0.0
5554,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5068.98,844.83,6,2023-12-05,Standard,,0.0
5554,76,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-06-14,Overnight,,0.0
5555,56,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-09-19,Standard,,0.0
5558,72,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-01-25,Express,,0.0
5559,65,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-02-02,Express,,0.0
5565,30,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-01-15,Express,,0.0
5565,30,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-05-26,Express,,0.0
5566,67,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-02-13,Standard,,0.0
5567,37,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3164.76,791.19,4,2023-12-20,Standard,,0.0
5575,57,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-10-28,Standard,,0.0
5578,33,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-07-09,Overnight,,0.0
5579,30,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,1855.84,463.96,4,2024-07-30,Express,,0.0
5580,19,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2023-11-19,Express,,0.0
5580,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-06-04,Express,,0.0
5584,37,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,2023-09-29,Overnight,,0.0
5584,37,Male,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-07-20,Standard,,0.0
5587,34,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-04-20,Standard,,0.0
5597,69,Male,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2024-01-27,Overnight,,0.0
5601,51,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-03-21,Express,,0.0
5602,18,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-06-20,Express,,0.0
5606,33,Female,No,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2023-10-17,Overnight,,0.0
5607,58,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,2023-10-09,Standard,,0.0
5607,58,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-04-28,Overnight,,0.0
5609,26,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2023-10-06,Standard,,0.0
5612,67,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2023-11-25,Overnight,,0.0
5614,19,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-03-28,Overnight,,0.0
5630,62,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-12-19,Overnight,,0.0
5633,71,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-09-10,Standard,,0.0
5636,44,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-07-06,Express,,0.0
5637,69,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2023-10-05,Overnight,,0.0
5637,69,Female,Yes,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-03-14,Standard,,0.0
5648,44,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-14,Overnight,,0.0
5652,26,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-08-25,Overnight,,0.0
5656,79,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-05-26,Standard,,0.0
5659,45,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-06-11,Overnight,,0.0
5660,36,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,2024-04-21,Standard,,0.0
5662,22,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-03-31,Standard,,0.0
5669,60,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2024-05-05,Overnight,,0.0
5676,75,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-03-27,Standard,,0.0
5677,52,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-03-30,Overnight,,0.0
5678,18,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-08-21,Express,,0.0
5682,77,Female,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2023-12-06,Express,,0.0
5682,77,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-12-28,Express,,0.0
5683,64,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-06-04,Overnight,,0.0
5686,20,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2023-11-30,Overnight,,0.0
5686,20,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2023-12-05,Express,,0.0
5687,57,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-02-29,Express,,0.0
5687,57,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-06-11,Overnight,,0.0
5692,53,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2023-12-01,Express,,0.0
5694,38,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-02-26,Overnight,,0.0
5699,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,41.5,20.75,2,2023-11-27,Overnight,,0.0
5700,29,Male,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2023-12-22,Overnight,,0.0
5700,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-06-27,Express,,0.0
5701,61,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2023-10-04,Express,,0.0
5708,26,Male,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2023-10-08,Standard,,0.0
5711,37,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,83.0,20.75,4,2023-12-21,Express,,0.0
5712,43,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,2024-03-08,Overnight,,0.0
5713,54,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,8448.3,844.83,10,2024-02-16,Standard,,0.0
5713,54,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-04-16,Overnight,,0.0
5724,80,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-08-28,Express,,0.0
5727,45,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-05-06,Standard,,0.0
5730,40,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-09-06,Standard,,0.0
5731,34,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-06-03,Standard,,0.0
5742,53,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2024-06-02,Express,,0.0
5746,36,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-08-22,Express,,0.0
5761,39,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-07-02,Standard,,0.0
5768,50,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-02-14,Overnight,,0.0
5768,50,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-06-25,Express,,0.0
5769,18,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1235.15,247.03,5,2023-11-04,Overnight,,0.0
5771,39,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-08-07,Overnight,,0.0
5782,70,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,1391.88,463.96,3,2024-06-10,Overnight,,0.0
5787,43,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-04-02,Standard,,0.0
5787,43,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-06-18,Express,,0.0
5792,26,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-02-22,Standard,,0.0
5799,27,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1235.15,247.03,5,2023-10-29,Overnight,,0.0
5802,64,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-01-04,Express,,0.0
5822,22,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2023-09-29,Express,,0.0
5828,52,Female,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-09-21,Express,,0.0
5831,32,Male,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-12-03,Overnight,,0.0
5832,52,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-06-08,Express,,0.0
5836,23,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2023-11-17,Overnight,,0.0
5843,57,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-11-25,Standard,,0.0
5843,57,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,83.0,20.75,4,2024-05-15,Standard,,0.0
5843,57,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-08-28,Express,,0.0
5844,30,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-08-13,Overnight,,0.0
5846,37,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-08-27,Standard,,0.0
5851,50,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,2024-05-26,Standard,,0.0
5853,43,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-04-29,Overnight,,0.0
5854,46,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-07-28,Express,,0.0
5855,62,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2024-01-01,Express,,0.0
5859,47,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2023-12-28,Overnight,,0.0
5862,27,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-01-03,Standard,,0.0
5864,61,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2023-09-25,Overnight,,0.0
5865,23,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2024-03-16,Overnight,,0.0
5867,21,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-07-14,Overnight,,0.0
5874,47,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-11-21,Standard,,0.0
5876,54,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-11-27,Overnight,,0.0
5876,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-07-11,Express,,0.0
5879,48,Male,Yes,Laptop,SKU1005,3,Cancelled,Cash,3711.68,463.96,8,2024-09-09,Standard,,0.0
5882,51,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2023-12-02,Express,,0.0
5892,51,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2024-09-08,Overnight,,0.0
5896,40,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-05-15,Standard,,0.0
5897,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-03-29,Overnight,,0.0
5899,31,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-09-11,Express,,0.0
5902,43,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-07-14,Overnight,,0.0
5903,70,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,2024-07-04,Overnight,,0.0
5905,49,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2024-02-28,Overnight,,0.0
5906,67,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2023-10-14,Express,,0.0
5910,41,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2023-11-01,Overnight,,0.0
5911,23,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-09-17,Overnight,,0.0
5913,21,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2023-11-11,Express,,0.0
5914,66,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2023-12-01,Express,,0.0
5918,63,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-02-14,Express,,0.0
