customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add-on_total,order_id
3738,44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-09-02,Overnight,54.01,A9.4.7
3739,74,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-19,Express,0,A9.4.8
3739,74,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-01-05,Express,56.09,A9.4.9
3739,74,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-04-07,Standard,0,A9.5.1
3740,64,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-10-22,Standard,68.98,A9.5.2
3740,64,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-08-06,Overnight,63.78,A9.5.3
3742,43,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2024-01-23,Express,46.51,A9.5.4
3742,43,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-04-29,Standard,8.34,A9.5.5
3743,64,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2024-03-06,Overnight,36.35,A9.5.6
3743,64,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-05-10,Standard,0,A9.5.7
3744,52,Female,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2023-12-10,Overnight,0,A9.5.8
3747,73,Female,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-03-22,Standard,0,A9.5.9
3748,39,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-05-01,Standard,0,A9.6.1
3749,77,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-01-30,Standard,0,A9.6.2
3750,36,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-12-15,Express,0,A9.6.3
3751,59,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,2024-02-11,Express,49.55,A9.6.4
3751,59,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-08-24,Overnight,10.32,A9.6.5
3751,59,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-08-29,Standard,0,A9.6.6
3754,27,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-05-03,Standard,17.74,A9.6.7
3755,23,Female,Yes,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2023-11-09,Overnight,73.82,A9.6.8
3755,23,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-03-30,Standard,32.46,A9.6.9
3756,47,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-02-24,Express,27.48,A9.7.1
3758,31,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-04-19,Overnight,55.23,A9.7.2
3759,72,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,2024-04-01,Standard,16.87,A9.7.3
3760,32,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-05-27,Standard,36.44,A9.7.4
3761,42,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-06-09,Express,19.03,A9.7.5
3761,42,Female,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-07-03,Overnight,140.81,A9.7.6
3761,42,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-09-09,Overnight,0,A9.7.7
3762,44,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-05-06,Express,32.08,A9.7.8
3764,60,Male,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2023-11-29,Standard,16.46,A9.7.9
3764,60,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-03-27,Overnight,63.26,A9.8.1
3765,55,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-11-02,Overnight,0,A9.8.2
3765,55,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,844.83,844.83,1,2024-03-16,Express,100.11,A9.8.3
3765,55,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-08-08,Overnight,0,A9.8.4
3766,49,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-04-26,Overnight,70.85,A9.8.5
3766,49,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-06-02,Express,86.77,A9.8.6
3766,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,2024-06-04,Overnight,86.57,A9.8.7
3767,60,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,2023-12-25,Express,27.27,A9.8.8
3767,60,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-02-13,Standard,28.39,A9.8.9
3769,78,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-04-29,Standard,43.46,A9.9.1
3770,28,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-09-09,Overnight,8.47,A9.9.2
3772,26,Female,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-08-22,Overnight,42.75,A9.9.3
3775,31,Female,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-04-26,Express,49.46,A9.9.4
3779,55,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-02-01,Express,26.75,A9.9.5
3780,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-01-11,Express,37.61,A9.9.6
3781,50,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2023-10-10,Express,26.17,A9.9.7
3782,80,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-01-28,Standard,27.71,A9.9.8
3782,80,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-09-18,Standard,13.76,A9.9.9
3783,42,Male,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-01-04,Express,0,B1.1.1
3783,42,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-01-23,Express,74.02,B1.1.2
3784,77,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-07-05,Express,27.09,B1.1.3
3785,51,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,2024-07-27,Standard,60.66,B1.1.4
3785,51,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-09-06,Standard,71.57,B1.1.5
3786,53,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-06-19,Express,45.21,B1.1.6
3787,62,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2023-10-07,Standard,0,B1.1.7
3787,62,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-05-01,Express,73.92,B1.1.8
3790,67,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-01-09,Overnight,54,B1.1.9
3792,80,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-09-20,Standard,104.26,B1.2.1
3794,61,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-03-22,Overnight,65.67,B1.2.2
3795,32,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2024-04-18,Overnight,101.03,B1.2.3
3796,67,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,4175.64,463.96,9,2024-06-26,Overnight,0,B1.2.4
3797,52,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-06-16,Overnight,48.1,B1.2.5
3799,24,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-10-22,Standard,0,B1.2.6
3799,24,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-12-15,Standard,38.95,B1.2.7
3799,24,Male,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2023-12-21,Express,135.51,B1.2.8
3800,23,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-09-05,Standard,40.51,B1.2.9
3801,34,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-02-21,Overnight,9.85,B1.3.1
3801,34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-05-23,Overnight,102.78,B1.3.2
3802,58,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,927.92,463.96,2,2024-05-04,Overnight,75.58,B1.3.3
3804,44,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2023-11-30,Overnight,72.14,B1.3.4
3804,44,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-04-29,Express,90.4,B1.3.5
3805,39,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-08-22,Overnight,0,B1.3.6
3806,35,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2023-09-25,Standard,91.78,B1.3.7
3806,35,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,2024-02-03,Overnight,81.16,B1.3.8
3806,35,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-09-09,Express,0,B1.3.9
3807,39,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-08-11,Express,12.99,B1.4.1
3808,70,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-06-01,Express,40.44,B1.4.2
3809,44,Female,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-10-18,Express,116.12,B1.4.3
3810,64,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-08-07,Express,0,B1.4.4
3810,64,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-09-06,Express,79.42,B1.4.5
3811,41,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-03-06,Express,0,B1.4.6
3811,41,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-04-24,Overnight,34.96,B1.4.7
3811,41,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-09-10,Overnight,102.07,B1.4.8
3812,68,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-04-04,Express,41.1,B1.4.9
3813,45,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-02-09,Standard,96.68,B1.5.1
3815,64,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2024-07-03,Overnight,51.54,B1.5.2
3816,32,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-02-26,Overnight,81.74,B1.5.3
3816,32,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-04-24,Overnight,0,B1.5.4
3816,32,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,2024-06-23,Express,31.86,B1.5.5
3818,45,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,41.5,20.75,2,2023-12-13,Express,54.18,B1.5.6
3820,65,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2023-11-07,Overnight,106.55,B1.5.7
3820,65,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,2024-07-07,Overnight,10.15,B1.5.8
3822,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-11-03,Overnight,68.6,B1.5.9
3822,61,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-05-27,Express,49.03,B1.6.1
3822,61,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-06-28,Standard,45.59,B1.6.2
3826,33,Male,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2023-11-04,Express,25.53,B1.6.3
3830,66,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-02-03,Overnight,84.4,B1.6.4
3830,66,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-04-18,Standard,0,B1.6.5
3830,66,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,5913.81,844.83,7,2024-06-06,Standard,94.83,B1.6.6
3832,68,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,2024-04-25,Overnight,29.74,B1.6.7
3832,68,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-05-21,Standard,103.99,B1.6.8
3833,50,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2023-12-25,Express,111.38,B1.6.9
3836,33,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2023-12-16,Express,0,B1.7.1
3837,31,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2024-07-03,Standard,79.93,B1.7.2
3838,66,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2023-10-17,Overnight,55.92,B1.7.3
3838,66,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,207.5,20.75,10,2024-03-09,Overnight,89.74,B1.7.4
3838,66,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-05-27,Standard,32.6,B1.7.5
3841,51,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-08-08,Express,74.08,B1.7.6
3842,52,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2023-10-26,Express,33.27,B1.7.7
3842,52,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-06-12,Express,32.35,B1.7.8
3845,74,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2024-04-30,Overnight,71.38,B1.7.9
3845,74,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,2024-06-16,Express,72.62,B1.8.1
3846,63,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-04-26,Standard,78.11,B1.8.2
3847,46,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-29,Overnight,37.39,B1.8.3
3847,46,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-08-02,Overnight,69.55,B1.8.4
3848,29,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-06-21,Overnight,99.84,B1.8.5
3849,70,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-10-04,Overnight,0,B1.8.6
3849,70,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-04-02,Standard,0,B1.8.7
3850,78,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2023-11-26,Express,28.81,B1.8.8
3852,62,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2023-12-25,Standard,10.98,B1.8.9
3853,67,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-09-29,Overnight,11.41,B1.9.1
3853,67,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-11-23,Standard,42.86,B1.9.2
3853,67,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2023-12-20,Standard,88.83,B1.9.3
3853,67,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2024-02-02,Overnight,96.43,B1.9.4
3853,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-07-16,Standard,101.78,B1.9.5
3854,78,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,1582.38,791.19,2,2024-08-07,Express,0,B1.9.6
3855,54,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-06-07,Overnight,64.54,B1.9.7
3856,20,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-01,Overnight,44,B1.9.8
3856,20,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-07-08,Overnight,73.64,B1.9.9
3857,47,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-05-13,Overnight,23.08,B2.1.1
3857,47,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-09-12,Overnight,12.8,B2.1.2
3858,71,Female,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2023-12-16,Overnight,63.25,B2.1.3
3860,54,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-01-18,Standard,89.43,B2.1.4
3860,54,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-03,Overnight,125.84,B2.1.5
3860,54,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-08-19,Overnight,74.03,B2.1.6
3862,57,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-01-19,Standard,71.65,B2.1.7
3864,56,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-05-25,Overnight,97.22,B2.1.8
3867,68,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-11-04,Express,31.76,B2.1.9
3867,68,Male,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2024-02-28,Standard,41.04,B2.2.1
3867,68,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,41.5,20.75,2,2024-05-16,Standard,41.01,B2.2.2
3867,68,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,6329.52,791.19,8,2024-08-22,Overnight,112.29,B2.2.3
3868,48,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2023-12-23,Standard,14.38,B2.2.4
3868,48,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-03-12,Express,84.67,B2.2.5
3869,30,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2023-10-03,Express,36.93,B2.2.6
3869,30,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,2024-09-16,Express,36.41,B2.2.7
3870,30,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-04-08,Standard,0,B2.2.8
3872,45,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,2024-06-13,Express,98,B2.2.9
3876,28,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,927.92,463.96,2,2024-09-02,Overnight,51.7,B2.3.1
3877,47,Male,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-10-09,Standard,34.7,B2.3.2
3878,40,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,2024-09-11,Express,0,B2.3.3
3879,21,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-05-30,Standard,0,B2.3.4
3881,27,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2023-10-01,Standard,34.21,B2.3.5
3881,27,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-05-11,Overnight,88.37,B2.3.6
3883,58,Female,Yes,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-06-11,Express,35.68,B2.3.7
3884,27,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2023-12-05,Overnight,93.36,B2.3.8
3884,27,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-05-20,Standard,43.35,B2.3.9
3887,66,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-02-21,Standard,84.8,B2.4.1
3888,56,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-02-17,Express,118.18,B2.4.2
3888,56,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-07-07,Express,91.39,B2.4.3
3889,31,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-04-07,Overnight,91.05,B2.4.4
3890,41,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-08-13,Express,29.94,B2.4.5
3891,22,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-11-05,Standard,61.88,B2.4.6
3891,22,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-03-09,Express,44.84,B2.4.7
3892,73,Female,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-12-19,Express,0,B2.4.8
3892,73,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-02-24,Standard,63.57,B2.4.9
3892,73,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,4224.15,844.83,5,2024-03-22,Express,33.63,B2.5.1
3893,42,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-12-28,Overnight,49.48,B2.5.2
3894,74,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2023-12-17,Overnight,78.04,B2.5.3
3895,53,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2024-02-04,Standard,0,B2.5.4
3896,73,Female,No,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2024-03-05,Standard,51.29,B2.5.5
3897,28,Male,No,Headphones,SKU1003,1,Completed,Debit Card,4130.2,826.04,5,2024-04-10,Standard,83,B2.5.6
3897,28,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,2024-05-23,Express,0,B2.5.7
3898,76,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,2024-07-21,Overnight,43.6,B2.5.8
3899,69,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2024-03-30,Express,70.55,B2.5.9
3900,74,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2023-12-01,Standard,52.81,B2.6.1
3901,77,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-01-11,Express,0,B2.6.2
3901,77,Male,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-09-14,Express,17.66,B2.6.3
3903,51,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-01-28,Standard,0,B2.6.4
3904,32,Male,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2023-12-17,Standard,26.5,B2.6.5
3905,80,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2023-11-11,Standard,0,B2.6.6
3906,75,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-04-05,Standard,99.3,B2.6.7
3906,75,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-08-15,Express,51.09,B2.6.8
3907,67,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-01-26,Overnight,0,B2.6.9
3908,25,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2023-11-16,Express,0,B2.7.1
3908,25,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-08-17,Standard,19.71,B2.7.2
3909,22,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-06-12,Overnight,0,B2.7.3
3911,77,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-04-05,Express,21.26,B2.7.4
3913,30,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2023-12-02,Standard,0,B2.7.5
3913,30,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-02-05,Standard,0,B2.7.6
3914,63,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-04-04,Standard,36.55,B2.7.7
3914,63,Male,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-07-20,Express,10.39,B2.7.8
3916,75,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2023-12-18,Express,57.28,B2.7.9
3919,62,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-02-20,Overnight,9.22,B2.8.1
3920,38,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-12-02,Overnight,51.71,B2.8.2
3920,38,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-01-10,Overnight,0,B2.8.3
3921,60,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,3164.76,791.19,4,2024-01-11,Standard,90.53,B2.8.4
3921,60,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-24,Standard,0,B2.8.5
3921,60,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,2024-08-07,Overnight,68.75,B2.8.6
3922,28,Female,Yes,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2023-12-30,Standard,0,B2.8.7
3922,28,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-03-15,Overnight,104.11,B2.8.8
3922,28,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-08-25,Overnight,0,B2.8.9
3923,33,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-11-10,Overnight,104.01,B2.9.1
3923,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2023-12-27,Standard,42.97,B2.9.2
3924,41,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2023-12-02,Standard,13.93,B2.9.3
3924,41,Female,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2023-12-09,Standard,52.87,B2.9.4
3924,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-05-13,Overnight,15.98,B2.9.5
3925,18,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-04-29,Standard,51.16,B2.9.6
3925,18,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2024-05-19,Express,25.26,B2.9.7
3926,49,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-03-27,Standard,34.15,B2.9.8
3926,49,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-08-27,Express,79.65,B2.9.9
